3.138859410644507797e+00,3.141036275995214844e+00,3.138457391839050814e+00,3.140912617566682385e+00,3.139048610618402346e+00,3.138811222012240609e+00,3.139752245544710441e+00,3.140341125746821227e+00,3.140725460675155567e+00,3.140920387782119683e+00,3.140484622449136509e+00,3.140194060298139966e+00,3.140248489471032300e+00,3.140916963619817537e+00,3.138675667611263709e+00,3.138634513189020758e+00,3.139029791512414569e+00
3.138289660631626621e+00,3.137583799585937250e+00,3.135786917763628168e+00,3.126482733484140297e+00,3.106577847401902126e+00,3.040269823872903121e+00,2.961572094633567520e+00,2.904886034483850743e+00,2.828837953416569739e+00,2.773469839357768585e+00,2.688497063106344065e+00,2.569344648577110313e+00,2.460584350109511043e+00,2.229848295946268877e+00,1.219115102961368047e+00,1.227521644084095254e+00,1.260572421117890141e+00
3.129999829548859580e+00,3.095593808655666912e+00,2.964073679422390306e+00,2.823360723710311326e+00,2.705593203637144839e+00,2.577728020687503729e+00,2.301792150632679945e+00,2.019803297666487030e+00,1.322084734153057717e+00,1.391185018744207191e+00,1.531971456889477334e+00,1.645810930095358282e+00,1.821751881684219310e+00,2.021445572694813286e+00,2.603644471873832078e+00,3.634484022263364977e+00,3.719343072558387142e+00
3.070100370440640880e+00,2.840609882711857548e+00,2.651644402974885573e+00,2.415964995250848624e+00,2.104169821258753181e+00,1.641058947047175698e+00,1.662472440788854922e+00,1.729894316837302881e+00,2.066054087916658233e+00,2.308569556457733540e+00,3.812682107916903540e+00,4.039303577100064047e+00,4.222107141562898569e+00,4.629566268821024622e+00,5.000971807063320895e+00,6.203054564607977994e+00,6.567494246138563696e+00
2.928759344529232145e+00,2.629238955348132123e+00,2.246351889824242498e+00,1.883007256877460511e+00,1.594365896743433986e+00,1.937133992940873961e+00,2.334633145457151393e+00,2.766046261469388146e+00,4.130113627604213633e+00,4.641171900921888138e+00,5.048747254258282524e+00,6.299126276027442906e+00,6.655127077417365200e+00,7.419017844424597108e+00,8.545488131665777587e+00,8.976169999084229190e+00,9.607063800413580879e+00
2.699497709632049158e+00,2.363634147423276932e+00,1.829412361469127335e+00,1.128518853839171276e+00,2.101947658810311648e+00,2.639974570579716406e+00,4.212215480017961866e+00,4.680618506280131541e+00,5.230688978366437425e+00,6.665443123743728826e+00,7.054799306185989494e+00,7.824365700239859223e+00,8.986467874469340700e+00,9.445018492303020707e+00,1.046959737699776838e+01,1.161018122317863899e+01,1.216190186956673358e+01
2.501469480565829073e+00,1.967385308934522570e+00,1.257758608976336845e+00,2.146720085615053897e+00,2.838556381706998977e+00,3.807914192471343995e+00,4.944602852985479302e+00,5.672532718761104320e+00,7.246444356000264264e+00,7.838145938975134897e+00,9.531462968728316554e+00,1.015081153905948774e+01,1.133987583489875917e+01,1.213501498997641548e+01,1.288087620032761649e+01,1.453133662700146012e+01,1.502820972423923251e+01
2.302352345074297979e+00,1.588818787296732316e+00,1.294275246371255239e+00,2.852498072703751664e+00,3.679870110497246216e+00,5.405631171500970389e+00,6.088342638813770691e+00,7.662318028276589033e+00,8.406833869456139752e+00,1.017451633923129251e+01,1.092004689195480083e+01,1.249402432147958031e+01,1.320728213472815327e+01,1.500341641426220818e+01,1.592839261005235230e+01,1.710950617884750002e+01,1.818302342359189083e+01
2.014304924052524370e+00,1.127213177835436397e+00,2.536845756540011543e+00,3.455017086646121172e+00,5.284795316092804285e+00,6.193782340405562081e+00,7.913958437453860739e+00,9.000514224693127119e+00,1.086672434102085205e+01,1.162343616652872136e+01,1.341186145954794284e+01,1.449795005702963557e+01,1.577180672688583840e+01,1.718000047725237067e+01,1.852992697864917560e+01,2.047467899114931100e+01,2.158050030376643491e+01
1.634989596908059895e+00,1.311410139798310670e+00,3.064768405092046955e+00,4.254544911358498105e+00,6.172443789695449823e+00,7.129298813268613699e+00,9.004771539274528891e+00,1.095170277763996047e+01,1.252888056644579962e+01,1.377455022330456913e+01,1.542046179334328393e+01,1.677214769492569957e+01,1.820873415258594008e+01,1.958230406943182089e+01,2.139518028917781578e+01,2.285531608181434748e+01,2.533052897134514936e+01
1.406276327846437635e+00,1.693084966878539266e+00,3.693951949904749732e+00,5.108459148498934788e+00,7.167214411798616069e+00,8.919633622539127060e+00,1.000153916806384835e+01,1.198771839939180595e+01,1.404939237298676069e+01,1.617289199605846761e+01,1.728928201833942779e+01,1.911689590950776108e+01,2.146052994154322136e+01,2.230437643197070230e+01,2.396473718001828956e+01,2.558483008330336617e+01,2.708917773582883726e+01
