4.122052574659070601e+00,4.211440180634720143e+00,4.056520568160988383e+00,4.030973693644220646e+00,4.017718206803522207e+00,4.120025121987760386e+00,4.118786554393855326e+00,3.907593536860467509e+00,3.920387319813430249e+00,3.983521512857902458e+00,3.981023518114856774e+00,3.865524085403984511e+00,3.876319337542603272e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.809445886980069140e+00,3.857653976484875624e+00,3.784596600871288352e+00,3.767237867891444658e+00,3.749643696785136093e+00,3.626990666171043820e+00,3.664918274598985448e+00,3.567966446833237715e+00,3.565814812786165966e+00,3.470458055008221798e+00,3.487448741369220340e+00,3.485520842481534931e+00,3.417102080366214878e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.583194130989547865e+00,3.632031117515097662e+00,3.449568907544358076e+00,3.453686813427862656e+00,3.425455397505369426e+00,3.322334561861790103e+00,3.341453749439951437e+00,3.365753068707937778e+00,3.258998895075444047e+00,3.203163984510358553e+00,3.225451375604463600e+00,3.271047251733843364e+00,3.347397582582471109e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.363199359123335341e+00,3.321879982486912297e+00,3.370745328260610130e+00,3.327518612948597188e+00,3.169774395940464728e+00,3.330174616387941988e+00,3.183434259726756199e+00,3.085885832849061927e+00,3.039448816743996140e+00,3.089091895194267412e+00,3.025917985936923849e+00,2.986226092901895779e+00,2.946497967110014660e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.269007376850156632e+00,3.216923062310605541e+00,3.159880020623514252e+00,3.184171663722703105e+00,3.085542107829058800e+00,2.949868238566748513e+00,2.991547029685131420e+00,2.879957345208785657e+00,2.761387716465313336e+00,2.859244373998843791e+00,2.846697223914133268e+00,2.827593276224680707e+00,2.891220503780628448e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.201938933134905518e+00,3.044428554962655742e+00,2.977211662624229760e+00,2.916842518760111247e+00,2.960187504671965009e+00,2.892434724675952751e+00,2.775195699491072254e+00,2.741453940587693872e+00,2.654006501537272911e+00,2.629153512864587316e+00,2.682581880937282115e+00,2.634915061899433031e+00,2.592718748324545963e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.049922747093349873e+00,2.981080332544579825e+00,2.928284761601271491e+00,2.880109061614157362e+00,2.764186639853790872e+00,2.765147543817943809e+00,2.637627385975689798e+00,2.618117998040585093e+00,2.584181875148591434e+00,2.547937696668025609e+00,2.437780900501315351e+00,2.549439183753771765e+00,2.524849346091522229e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.877079589324572417e+00,2.721271354746056303e+00,2.661336732521014881e+00,2.666005427181328713e+00,2.546590125597480103e+00,2.517073693255348132e+00,2.464128849810588662e+00,2.491354601240273858e+00,2.413574511451400895e+00,2.307743581166955327e+00,2.474712874194358037e+00,2.336064216838862784e+00,2.297599435594681605e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.762951003927429205e+00,2.682779481896495621e+00,2.627227361192622013e+00,2.520281355366060794e+00,2.459785710506938727e+00,2.524285936396200469e+00,2.356437554747071506e+00,2.300222452702398890e+00,2.217610887367113648e+00,2.240401113119875109e+00,2.195876191143359968e+00,2.167757918670305539e+00,2.185850583915487810e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.641289299505320098e+00,2.567866606696461940e+00,2.586125801912084299e+00,2.470475193394767732e+00,2.368876965877330765e+00,2.305737100035892162e+00,2.230200810550510671e+00,2.194033162642538670e+00,2.214558755414246960e+00,2.065293189779780381e+00,2.136093112547396089e+00,2.003864490773858087e+00,2.062699998192313533e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.556642403409835840e+00,2.511257721329627657e+00,2.420500218115874791e+00,2.219856953461800231e+00,2.259621264782082584e+00,2.164429150013749137e+00,2.156563376350947969e+00,1.985753107413622986e+00,1.993894846052090664e+00,1.956445775401376430e+00,1.998465625548452973e+00,1.917439919194449116e+00,1.871875015814562948e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
